Pagina,Tipo_Evasion,Texto_Detectado,Contexto_80chars,Personas_en_Pagina
4724,Objection,Objection,"Any other females you 13 remember being there on that occasion 14 MS. MCCAWLEY: Objection, 15 asked and answered. 16 A. Sarah Kellen, Nadia, 17 Natalya, and I cant remem",
4724,Objection,Objection,"escriptions of other people who were 21 there on that occasion 22 MR. GUIRGUIS: Objection, 23 asked and answered. 24 A. They were just pretty. They 25 were just beautifu",
4725,Objection,Objection,Confidential Page 167 1 HIGHLY CONFIDENTIAL AEO 2 Q. Hair color 3 MR. GUIRGUIS: Objection. 4 A. Normal. 5 Q. Height 6 A. I dont recall height. 7 Q. Any other physical 8,Jeffrey Epstein
4725,Objection,Objection,recall height. 7 Q. Any other physical 8 characteristics at all 9 MR. GUIRGUIS: Objection. 10 A. Just that they were 11 extremely beautiful. Ive never seen 12 girls like,Jeffrey Epstein
4727,Objection,Objection,"know who they are. 7 Q. Do you have a best friend 8 from school 9 MR. GUIRGUIS: Objection. 10 A. Several. Several. I mean, 11 who has any best friend at school 12 School",
4729,Objection,Objection,4 A. Yes. 5 Q. All the visits to the island 6 were before that 7 MS. MCCAWLEY: Objection. 8 A. Yeah. 9 Q. Whats the next time you 10 remember meeting Ghislaine 11 A. I,
4731,Objection,Objection,Highly Confidential Page 173 1 HIGHLY CONFIDENTIAL AEO 2 matter 3 MR. GUIRGUIS: Objection. 4 Im going to direct you not to 5 answer if its unrelated to this 6 case. 7 Q.,Alan Dershowitz
4733,Objection,Objection,"cation, and 11 you happened to see Ghislaine in the 12 offices 13 MS. MCCAWLEY: Objection. 14 A. She -- you know, she 15 participated in the -- you know, a 16 lot. She w",
4734,Objection,Objection,"oing into 13 the office to work on your college 14 application 15 MS. MCCAWLEY: Objection. 16 A. Yes. Well, I went in a 17 number of times to the office. So, 18 like, we",
4737,Objection,Objection,"idential Highly Confidential Page 179 1 HIGHLY CONFIDENTIAL AEO 2 MR. GUIRGUIS: Objection, 3 asked and answered. 4 Q. Tell me about any 5 conversations you had with Ghis",
4737,Objection,Objection,"any 5 conversations you had with Ghislaine 6 that involved FIT. 7 MR. GUIRGUIS: Objection, 8 form. 9 A. I cant remember the 10 specific conversation. There were 11 many",
4740,Objection,Objection,"hrough Jeffreys 16 instruction. 17 Q. Okay. Was he your lawyer 18 MS. MCCAWLEY: Objection, 19 asked and answered. 20 MS. MENNINGER: I dont know 21 if theres a privilege.",
4742,Objection,Objection,A. Yes. 13 Q. What did you talk about with 14 Alan Dershowitz 15 MR. GUIRGUIS: Objection. 16 A. It -- 17 MR. GUIRGUIS: Objection. I 18 direct the witness not to answer.,Jeffrey Epstein; Alan Dershowitz
4742,Objection,Objection,ith 14 Alan Dershowitz 15 MR. GUIRGUIS: Objection. 16 A. It -- 17 MR. GUIRGUIS: Objection. I 18 direct the witness not to answer. 19 MS. MENNINGER: A third 20 party was,Jeffrey Epstein; Alan Dershowitz
4743,Objection,Objection,t. 7 Q. Did you sign a common 8 interest agreement with Jeffrey 9 MR. GUIRGUIS: Objection. 10 Do not answer. 11 MS. MENNINGER: Whether she 12 had a common interest agree,
4744,Objection,Objection,"er. 16 Q. You cant remember if he had 17 a mustache or a beard 18 MR. GUIRGUIS: Objection, 19 asked and answered. 20 MS. MCCAWLEY: Objection. 21 A. I dont recall seeing",
4744,Objection,Objection,"or a beard 18 MR. GUIRGUIS: Objection, 19 asked and answered. 20 MS. MCCAWLEY: Objection. 21 A. I dont recall seeing a 22 massage -- sorry, a mustache on Alan 23 Dersho",
4746,Objection,Objection,he believe that he was your lawyer 13 during that conversation 14 MR. GUIRGUIS: Objection. 15 MS. MCCAWLEY: Objection. 16 MR. POTTINGER: Please. 17 MR. PAGLIUCA: All rig,Alan Dershowitz
4746,Objection,Objection,"lawyer 13 during that conversation 14 MR. GUIRGUIS: Objection. 15 MS. MCCAWLEY: Objection. 16 MR. POTTINGER: Please. 17 MR. PAGLIUCA: All right, 18 guys. You know, lets",Alan Dershowitz
4752,Objection,Objection,11 ejaculate more than once. 12 Q. You didnt notice any scars 13 MS. MCCAWLEY: Objection. 14 A. I dont recall specific 15 markings on every man Ive been with 16 body. S,
4757,Objection,Objection,he do anything in terms 10 of contacting anyone on your behalf 11 MR. GUIRGUIS: Objection. 12 Do not answer. 13 Q. What was the specific legal 14 matter that you were se,Jeffrey Epstein; Alan Dershowitz
4757,Objection,Objection,ic legal 14 matter that you were seeking 15 representation for 16 MS. MCCAWLEY: Objection. 17 MR. GUIRGUIS: Objection. 18 Do not answer. 19 Q. What did you understand th,Jeffrey Epstein; Alan Dershowitz
4757,Objection,Objection,were seeking 15 representation for 16 MS. MCCAWLEY: Objection. 17 MR. GUIRGUIS: Objection. 18 Do not answer. 19 Q. What did you understand the 20 purpose of Jeffrey Epst,Jeffrey Epstein; Alan Dershowitz
4758,Objection,Objection,"you recall seeing 12 Mr. Dershowitz bleed through his 13 penis 14 MS. MCCAWLEY: Objection, 15 asked and answered. 16 A. Not that I recall. 17 Q. When you were on the isl",
4762,Objection,Objection,"12 Q. Are you on any medications 13 right now 14 A. Yes, I am. 15 MS. MCCAWLEY: Objection. 16 Q. What are you on right now 17 A. Paroxetine. 18 Q. Whats that for 19 A. I",
4763,Objection,Objection,"idential Highly Confidential Page 205 1 HIGHLY CONFIDENTIAL AEO 2 MR. GUIRGUIS: Objection. 3 You dont have to answer 4 that. 5 MS. MENNINGER: On what 6 grounds, Counsel",
4763,Objection,objection,"stion. 23 So, yes, Im not going to 24 let this go totally far afield 25 without objection. If youd like MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 1335-7 File",
4773,Objection,Objection,"idential Highly Confidential Page 215 1 HIGHLY CONFIDENTIAL AEO 2 MR. GUIRGUIS: Objection. 3 Thats not at all what shes 4 saying. 5 A. As in future, as in would I 6 do m",
4789,Objection,Objection,Africa because you were 13 living in his apartment in New York 14 MS. MCCAWLEY: Objection. 15 A. And he was going to -- he 16 promised that he would pay for my 17 educat,
4791,Objection,Objection,"you know whether you met 18 the qualifications to get into FIT 19 MR. GUIRGUIS: Objection, 20 form. 21 A. Yes. 22 MR. GUIRGUIS: 23 Comprehensibility. 24 MS. MENNINGER: S",
4797,Objection,Objection,"idential Highly Confidential Page 239 1 HIGHLY CONFIDENTIAL AEO 2 MR. GUIRGUIS: Objection, 3 asked and answered. 4 A. Yes. 5 Q. Who in your family told that 6 you they h",
4798,Objection,Objection,"ave an email 3 address or phone number for her 4 A. No, I dont. 5 MR. GUIRGUIS: Objection. 6 No current information. Same 7 objection as at the outset of 8 deposition. 9",
4798,Objection,objection,"er 4 A. No, I dont. 5 MR. GUIRGUIS: Objection. 6 No current information. Same 7 objection as at the outset of 8 deposition. 9 MS. MENNINGER: Are you 10 instructing her n",
4800,Objection,Objection,"Q. Why havent you talked to 11 your family in more than a year 12 MS. MCCAWLEY: Objection. 13 This is getting into her current 14 relationships, which is not 15 relevant",
4802,Objection,Objection,to come forward 6 A. Thats correct. 7 Q. What about your mother 8 MR. GUIRGUIS: Objection to 9 form. 10 A. What about my mother 11 Q. Have you had contact with 12 her in,Jeffrey Epstein
4819,Objection,objection,"MR. GUIRGUIS: Before you 9 proceed with your questions, 10 Counsel, I raised an objection to 11 providing Linda Ransomes email 12 address before. Then you 13 proffered a",
4827,Objection,objection,"ing. 17 MR. POTTINGER: Do you mind 18 MS. MENNINGER: If you want 19 to enter an objection, please do 20 so. 21 MR. POTTINGER: I object. 22 MS. MENNINGER: What is the 23",
4827,Objection,I object,"INGER: If you want 19 to enter an objection, please do 20 so. 21 MR. POTTINGER: I object. 22 MS. MENNINGER: What is the 23 basis of your objection, Mr. 24 Pottinger 25",
4827,Objection,objection,"so. 21 MR. POTTINGER: I object. 22 MS. MENNINGER: What is the 23 basis of your objection, Mr. 24 Pottinger 25 MR. POTTINGER: Define MAGNA9 LEGAL SERVICES Case 1:15-cv-0",
4830,Objection,Objection,have produced your current 22 valid passport to me 23 A. No -- 24 MS. MCCAWLEY: Objection. 25 A. -- they have not produced my MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LA,Jeffrey Epstein
4831,Objection,Objection,"e order, do you 12 believe that to be an accurate 13 statement 14 MS. MCCAWLEY: Objection. 15 Youre asking her legal 16 information that shes not privy 17 to. 18 MS. MEN",
4833,Objection,Objection,"passport 10 A. Yes. 11 Q. This is not your current 12 passport 13 MR. GUIRGUIS: Objection, 14 asked and answered. 15 A. No. 16 Q. You have another passport 17 thats not",
4833,Objection,Objection,"ssport 17 thats not this passport thats 18 currently in effect 19 MR. GUIRGUIS: Objection, 20 asked and answered. 21 Q. Correct 22 A. Yes. 23 Q. If I could also have you",
4846,Objection,Objection,8 Q. What did any girl report to 9 Ghislaine in your presence 10 MR. GUIRGUIS: Objection. 11 Im not sure thats -- just 12 objection to form. 13 Q. You said that the gir,
4846,Objection,objection,ne in your presence 10 MR. GUIRGUIS: Objection. 11 Im not sure thats -- just 12 objection to form. 13 Q. You said that the girls 14 reported to Ghislaine. What did you 1,
4846,Don't know,not sure,y girl report to 9 Ghislaine in your presence 10 MR. GUIRGUIS: Objection. 11 Im not sure thats -- just 12 objection to form. 13 Q. You said that the girls 14 reported t,
4849,Objection,Objection,"4 talk about 5 Q. You were in Miami When did 6 you go to Miami 7 MR. GUIRGUIS: Objection. 8 MS. MCCAWLEY: Objection. 9 A. No, I didnt go to Miami. I 10 didnt say that.",
4849,Objection,Objection,"in Miami When did 6 you go to Miami 7 MR. GUIRGUIS: Objection. 8 MS. MCCAWLEY: Objection. 9 A. No, I didnt go to Miami. I 10 didnt say that. 11 Q. Apart from general 12",
4853,Objection,Objection,"be honest. 5 Q. But you saw her regularly in 6 January of 2007 7 MR. GUIRGUIS: Objection. 8 MS. MCCAWLEY: Objection. 9 A. Regularly, whats regularly 10 I saw her a few",
4853,Objection,Objection,"w her regularly in 6 January of 2007 7 MR. GUIRGUIS: Objection. 8 MS. MCCAWLEY: Objection. 9 A. Regularly, whats regularly 10 I saw her a few times. I dont know 11 where",
4853,Objection,Objection,"r a few 19 times in New York. Did you see her 20 anywhere else 21 MR. GUIRGUIS: Objection. 22 MS. MCCAWLEY: Objection, 23 mischaracterizes testimony. 24 A. No. 25 Q. In",
4853,Objection,Objection,". Did you see her 20 anywhere else 21 MR. GUIRGUIS: Objection. 22 MS. MCCAWLEY: Objection, 23 mischaracterizes testimony. 24 A. No. 25 Q. In New York, you saw her at MAG",
4854,Objection,Objection,"7 Q. How much time did you spend 8 with Ghislaine 9 A. Enough. 10 MR. GUIRGUIS: Objection. 11 Thats vague. 12 A. Enough time. I mean, how 13 long is a piece of string I",Jeffrey Epstein
4856,Objection,Objection,"York. 12 Q. Describe for me a young 13 teenager that you saw. 14 MR. GUIRGUIS: Objection, 15 mischaracterizes testimony. 16 A. So I never said I saw a 17 teenager. They",
4857,Objection,Objection,"on the island. 7 Q. Nadia said they abused who 8 on the island 9 MR. GUIRGUIS: Objection, 10 mischaracterizes testimony. 11 Thats not what she said. 12 A. said that Jef",
4865,Objection,Objection,"idential Highly Confidential Page 307 1 HIGHLY CONFIDENTIAL AEO 2 MS. MCCAWLEY: Objection. 3 MR. GUIRGUIS: Objection, 4 mischaracterizes testimony. 5 MS. MENNINGER: Im a",Jeffrey Epstein
4865,Objection,Objection,"l Page 307 1 HIGHLY CONFIDENTIAL AEO 2 MS. MCCAWLEY: Objection. 3 MR. GUIRGUIS: Objection, 4 mischaracterizes testimony. 5 MS. MENNINGER: Im asking a 6 question. 7 MR. G",Jeffrey Epstein
4867,Objection,Objection,"Who are the friends and 5 associates that you were lent out to 6 MR. GUIRGUIS: Objection, 7 asked and answered. 8 A. Alan Dershowitz and Nadia. 9 The girls that I menti",Prince Andrew; Alan Dershowitz
4872,Objection,Objection,"ay. 12 Q. So you had sex with him 13 three or four times a day 14 MS. MCCAWLEY: Objection. 15 A. No. 16 Q. Im sorry. You said to your 17 knowledge, what you witnessed. I",Jeffrey Epstein
4875,Objection,Objection,"bed are the key details you are 18 referring to in paragraph 4 19 MS. MCCAWLEY: Objection, 20 asked and answered. 21 A. As Ive described. I 22 mean... 23 Q. Pasty skin 2",
4877,Objection,Objection,"HIGHLY CONFIDENTIAL AEO 2 your attorneys when you drafted this 3 MR. GUIRGUIS: Objection, 4 asked and answered. 5 MS. MCCAWLEY: Objection. 6 A. I do recall specific 7 d",
4877,Objection,Objection,"u drafted this 3 MR. GUIRGUIS: Objection, 4 asked and answered. 5 MS. MCCAWLEY: Objection. 6 A. I do recall specific 7 details, which Ive given. 8 Q. And theyre the ones",
4888,Objection,Objection,"n you just explain to me when 22 that conversation took place. 23 MR. GUIRGUIS: Objection, 24 form. 25 A. First time I met Ghislaine, MAGNA9 LEGAL SERVICES Case 1:15-cv-",
4891,Objection,Objection,"intiff. 3 What was the threat that was 4 made to you by Maxwell 5 MS. MCCAWLEY: Objection, 6 asked and answered. 7 A. The fact that I would lose 8 everything that they p",
4920,Objection,Objection,at them while you were in Barcelona; 5 is that right 6 A. I -- 7 MR. GUIRGUIS: Objection. 8 A. I looked at them -- I 9 vaguely went through the photos in St. 10 Albans.,
4921,Objection,Objection,INGER: Yes. 11 Q. When did you provide them to 12 your counsel 13 MR. GUIRGUIS: Objection. 14 Do not answer. 15 Q. Did you receive a subpoena 16 in this case 17 A. I don,
4922,Objection,Objection,"I dont remember. 6 Q. Have you ever seen this 7 document before 8 MR. GUIRGUIS: Objection, 9 asked and answered. 10 MS. MENNINGER: Im sorry. 11 I didnt hear an answer. 1",
4926,Objection,Objection,took 20 the photograph in 205 21 A. I cant remember. 22 Q. 206 23 MR. GUIRGUIS: Objection to 24 form. 25 A. I cant remember. MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP,
4927,Objection,Objection,Highly Confidential Page 369 1 HIGHLY CONFIDENTIAL AEO 2 Q. 207 3 MR. GUIRGUIS: Objection to 4 form. 5 A. Cant remember. 6 Q. Who is depicted in 208 7 A. 8 Q. And 9 A. O,
4931,Objection,Objection,was. 14 Q. Did you have any contact 15 with the mail on Sunday 16 MR. GUIRGUIS: Objection. 17 Huh 18 Q. Did you ever have any 19 contact with the mail on Sunday 20 A. No,
4933,Objection,Objection,"n with Ghislaine. 16 Q. Or the last time you spoke 17 with her 18 MR. GUIRGUIS: Objection, 19 asked and answered. 20 A. I cant remember the last 21 time I spoke to her.",Ghislaine Maxwell
4934,Objection,Objection,"EO 2 Q. What did she say to you when 3 you last spoke to her -- 4 MR. GUIRGUIS: Objection, 5 asked and answered. 6 Q. -- when you were living with 7 Adam 8 MR. GUIRGUIS:",
4934,Objection,Objection,"5 asked and answered. 6 Q. -- when you were living with 7 Adam 8 MR. GUIRGUIS: Objection, 9 asked and answered. 10 A. I cant remember. 11 Q. Did you speak to her about",
4934,Objection,Objection,"10 A. I cant remember. 11 Q. Did you speak to her about 12 FIT 13 MR. GUIRGUIS: Objection, 14 asked and answered. 15 A. I had spoken to her numerous 16 times about FIT.",
4935,Objection,objection,"ections with you. You have 13 asked her about it before; thats 14 why I made my objection. 15 You can proceed with your 16 questioning whenever you like, 17 Counsel. 18",
4940,Objection,Objection,email 16 from yourself to Nataly Malyshev to 17 your attorneys 18 MR. GUIRGUIS: Objection to 19 the use of the word produce. 20 A. Ive given all my email 21 corresponden,
4950,Objection,Objection,ons at FIT. 3 Q. So you dont believe you 4 filled that part out 5 MR. GUIRGUIS: Objection. 6 A. I said I cant remember 7 filling that part out. 8 Q. Do you remember gett,
4955,Objection,Objection,"ntial Page 397 1 HIGHLY CONFIDENTIAL AEO 2 payment for a flight 3 MR. GUIRGUIS: Objection. 4 A. Well, I didnt pay for that 5 flight because Jeffrey was financing 6 me, s",
4955,Objection,Objection,"ack, 10 right 11 A. Thats correct. 12 Q. And then what changed 13 MR. GUIRGUIS: Objection, 14 asked and answered. 15 A. I made up with Jeffrey. I 16 tried to meet my tar",
4959,Objection,Objection,in 16 South Africa. And what is your basis 17 for saying that 18 MR. GUIRGUIS: Objection. 19 She did not say that Ghislaine 20 financed it. 21 Q. What is your basis for,
4959,Objection,Objection,ferring to Ghislaine financing your 23 holiday in South Africa 24 MR. GUIRGUIS: Objection. 25 A. So Ghislaine is Jeffreys MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Do,
4960,Objection,Objection,should ask Ghislaine. 18 Q. Did she put it on a credit 19 card 20 MR. GUIRGUIS: Objection. 21 A. You should ask Ghislaine. 22 Q. Do you have any idea how 23 Ghislaine Ma,Ghislaine Maxwell
4960,Objection,Objection,how 23 Ghislaine Maxwell paid for your trip 24 to South Africa 25 MR. GUIRGUIS: Objection. MAGNA9 LEGAL SERVICES Case 1:15-cv-07433-LAP Document 1335-7 Filed 010924 Page,Ghislaine Maxwell
